Time [s],Pose1_Rx,Pose1_Ry,Pose1_Rz,Pose1_Tx,Pose1_Ty,Pose1_Tz,Pose2_Rx,Pose2_Ry,Pose2_Rz,Pose2_Tx,Pose2_Ty,Pose2_Tz,True_Rx,True_Ry,True_Rz,True_Tx,True_Ty,True_Tz,True Rel Angle [rad]
31.03,24.85,32.50,1002.56,0.13,0.07,-0.99,22.36,30.85,1002.67,-0.18,-0.14,-0.97,24.85,32.50,1002.56,0.13,0.07,-0.99,3.28
31.23,3.82,33.11,994.17,0.12,0.06,-0.99,1.79,31.62,994.23,-0.13,-0.12,-0.98,3.82,33.11,994.17,0.12,0.06,-0.99,3.27
31.43,-17.33,32.41,981.66,-0.12,-0.09,-0.99,-15.19,33.41,981.66,0.15,0.03,-0.99,-17.33,32.41,981.66,-0.12,-0.09,-0.99,3.03
31.63,-33.10,32.75,964.76,-0.09,-0.15,-0.98,-31.04,34.66,964.76,0.16,0.08,-0.98,-33.10,32.75,964.76,-0.09,-0.15,-0.98,3.05
31.83,-46.21,34.00,960.58,-0.04,-0.07,-1.00,-44.77,34.66,960.63,0.13,0.00,-0.99,-46.21,34.00,960.58,-0.04,-0.07,-1.00,3.10
32.03,-56.12,33.98,943.70,0.02,-0.17,-0.99,-55.54,36.19,943.65,0.09,0.09,-0.99,-56.12,33.98,943.70,0.02,-0.17,-0.99,3.17
32.23,-63.72,35.66,939.29,0.03,-0.10,-0.99,-63.05,36.70,939.30,0.11,0.02,-0.99,-63.72,35.66,939.29,0.03,-0.10,-0.99,3.17
32.43,-68.34,36.11,928.20,0.04,-0.12,-0.99,-67.73,37.57,928.19,0.11,0.05,-0.99,-68.34,36.11,928.20,0.04,-0.12,-0.99,3.18
32.63,-70.67,36.09,910.28,0.05,-0.19,-0.98,-70.17,38.63,910.21,0.10,0.10,-0.99,-70.67,36.09,910.28,0.05,-0.19,-0.98,3.19
32.83,-70.04,36.97,905.04,0.10,-0.14,-0.98,-70.46,38.80,904.93,0.05,0.06,-1.00,-70.46,38.80,904.93,0.05,0.06,-1.00,3.20
33.03,-67.60,37.13,890.09,0.10,-0.18,-0.98,-68.07,39.56,889.95,0.05,0.09,-0.99,-68.07,39.56,889.95,0.05,0.09,-0.99,3.19
33.23,-62.54,37.30,879.27,0.13,-0.21,-0.97,-63.61,40.24,879.06,0.01,0.12,-0.99,-63.61,40.24,879.06,0.01,0.12,-0.99,3.15
33.43,-57.04,38.34,872.46,0.10,-0.18,-0.98,-57.60,40.74,872.31,0.03,0.09,-1.00,-57.60,40.74,872.31,0.03,0.09,-1.00,3.18
33.63,-49.15,37.28,852.46,0.12,-0.27,-0.96,-50.31,41.38,852.21,-0.01,0.18,-0.98,-49.15,37.28,852.46,0.12,-0.27,-0.96,3.27
33.83,-40.69,38.04,843.48,0.14,-0.24,-0.96,-42.46,41.65,843.23,-0.05,0.15,-0.99,-40.69,38.04,843.48,0.14,-0.24,-0.96,3.29
34.03,-31.92,37.88,830.79,0.10,-0.28,-0.96,-33.05,42.28,830.53,-0.02,0.19,-0.98,-31.92,37.88,830.79,0.10,-0.28,-0.96,3.24
34.23,-22.16,38.23,821.99,0.09,-0.28,-0.96,-23.29,42.69,821.74,-0.03,0.19,-0.98,-22.16,38.23,821.99,0.09,-0.28,-0.96,3.23
34.43,-13.84,42.87,813.94,-0.07,0.17,-0.98,-12.20,38.60,814.18,0.10,-0.27,-0.96,-12.20,38.60,814.18,0.10,-0.27,-0.96,3.25
34.63,-3.95,43.55,807.51,-0.05,0.16,-0.99,-2.95,39.46,807.73,0.06,-0.26,-0.96,-2.95,39.46,807.73,0.06,-0.26,-0.96,3.20
34.83,5.75,44.28,806.03,0.01,0.12,-0.99,5.48,40.84,806.21,-0.02,-0.23,-0.97,5.75,44.28,806.03,0.01,0.12,-0.99,3.15
35.03,13.21,41.06,796.73,0.04,-0.23,-0.97,12.07,44.56,796.56,-0.07,0.12,-0.99,13.21,41.06,796.73,0.04,-0.23,-0.97,3.18
35.23,19.67,41.49,788.14,0.02,-0.25,-0.97,18.77,45.38,787.95,-0.07,0.14,-0.99,19.67,41.49,788.14,0.02,-0.25,-0.97,3.16
35.43,25.76,42.99,786.24,-0.03,-0.19,-0.98,25.77,45.82,786.08,-0.03,0.08,-1.00,25.77,45.82,786.08,-0.03,0.08,-1.00,3.11
35.63,31.59,46.40,782.34,0.01,0.05,-1.00,30.51,44.13,782.51,-0.09,-0.17,-0.98,31.59,46.40,782.34,0.01,0.05,-1.00,3.16
35.83,35.66,47.24,774.01,0.03,0.07,-1.00,34.04,44.58,774.24,-0.12,-0.19,-0.97,35.66,47.24,774.01,0.03,0.07,-1.00,3.18
36.03,37.84,47.98,767.92,0.01,0.06,-1.00,36.68,45.49,768.13,-0.10,-0.18,-0.98,37.84,47.98,767.92,0.01,0.06,-1.00,3.15
36.23,39.48,48.61,759.36,0.03,0.08,-1.00,37.80,45.61,759.63,-0.13,-0.20,-0.97,39.48,48.61,759.36,0.03,0.08,-1.00,3.17
36.43,39.88,49.21,752.57,0.05,0.08,-1.00,37.79,46.26,752.87,-0.15,-0.20,-0.97,39.88,49.21,752.57,0.05,0.08,-1.00,3.19
36.63,39.35,49.50,747.31,0.05,0.06,-1.00,37.17,46.83,747.60,-0.15,-0.19,-0.97,39.35,49.50,747.31,0.05,0.06,-1.00,3.19
36.83,37.22,50.04,735.17,0.07,0.08,-0.99,34.73,46.84,735.50,-0.16,-0.21,-0.96,37.22,50.04,735.17,0.07,0.08,-0.99,3.21
37.03,35.29,50.24,728.49,0.08,0.08,-0.99,32.48,47.01,728.83,-0.18,-0.21,-0.96,35.29,50.24,728.49,0.08,0.08,-0.99,3.23
37.23,32.35,50.80,719.32,0.12,0.08,-0.99,28.87,47.59,719.69,-0.20,-0.21,-0.96,32.35,50.80,719.32,0.12,0.08,-0.99,3.26
37.43,29.10,51.17,713.71,0.12,0.07,-0.99,25.59,48.21,714.05,-0.20,-0.20,-0.96,29.10,51.17,713.71,0.12,0.07,-0.99,3.26
37.63,24.96,51.87,707.60,0.11,0.07,-0.99,21.86,48.70,707.92,-0.17,-0.21,-0.96,24.96,51.87,707.60,0.11,0.07,-0.99,3.25
37.83,21.10,52.20,698.41,0.12,0.07,-0.99,17.68,48.97,698.74,-0.18,-0.21,-0.96,21.10,52.20,698.41,0.12,0.07,-0.99,3.27
38.03,17.66,52.55,687.51,0.16,0.09,-0.98,13.59,48.87,687.88,-0.20,-0.23,-0.95,17.66,52.55,687.51,0.16,0.09,-0.98,3.30
38.24,13.55,52.87,677.86,0.15,0.11,-0.98,9.60,48.77,678.24,-0.19,-0.25,-0.95,13.55,52.87,677.86,0.15,0.11,-0.98,3.30
38.44,9.90,53.25,673.70,0.15,0.08,-0.98,6.02,49.64,674.02,-0.18,-0.23,-0.96,9.90,53.25,673.70,0.15,0.08,-0.98,3.30
38.64,6.14,54.04,665.50,0.16,0.08,-0.98,2.11,50.28,665.82,-0.18,-0.24,-0.96,6.14,54.04,665.50,0.16,0.08,-0.98,3.31
38.84,2.82,54.27,658.13,0.17,0.07,-0.98,-1.35,50.72,658.42,-0.18,-0.23,-0.96,2.82,54.27,658.13,0.17,0.07,-0.98,3.32
39.04,-0.17,55.17,651.28,0.15,0.10,-0.98,-3.83,50.89,651.62,-0.15,-0.26,-0.96,-0.17,55.17,651.28,0.15,0.10,-0.98,3.30
39.24,-2.33,54.62,642.45,0.18,0.07,-0.98,-6.59,51.04,642.72,-0.17,-0.23,-0.96,-2.33,54.62,642.45,0.18,0.07,-0.98,3.32
39.44,-4.11,55.35,635.39,0.18,0.08,-0.98,-8.41,51.42,635.68,-0.16,-0.24,-0.96,-4.11,55.35,635.39,0.18,0.08,-0.98,3.33
39.64,-5.28,55.51,626.67,0.20,0.07,-0.98,-9.92,51.66,626.94,-0.17,-0.24,-0.96,-5.28,55.51,626.67,0.20,0.07,-0.98,3.34
39.84,-6.16,56.31,621.52,0.18,0.08,-0.98,-10.45,52.20,621.82,-0.16,-0.25,-0.96,-6.16,56.31,621.52,0.18,0.08,-0.98,3.33
40.04,-6.80,56.75,614.76,0.17,0.08,-0.98,-10.85,52.50,615.08,-0.14,-0.25,-0.96,-6.80,56.75,614.76,0.17,0.08,-0.98,3.32
40.24,-6.57,57.07,609.20,0.18,0.06,-0.98,-10.77,53.33,609.48,-0.15,-0.23,-0.96,-6.57,57.07,609.20,0.18,0.06,-0.98,3.32
40.44,-6.33,57.62,602.05,0.17,0.07,-0.98,-10.37,53.41,602.38,-0.14,-0.25,-0.96,-6.33,57.62,602.05,0.17,0.07,-0.98,3.31
40.64,-5.16,57.51,593.79,0.18,0.07,-0.98,-9.59,53.24,594.13,-0.16,-0.25,-0.96,-5.16,57.51,593.79,0.18,0.07,-0.98,3.32
40.84,-3.88,57.78,588.11,0.19,0.06,-0.98,-8.64,53.79,588.44,-0.17,-0.24,-0.96,-3.88,57.78,588.11,0.19,0.06,-0.98,3.33
41.04,-2.64,58.00,581.28,0.19,0.05,-0.98,-7.64,54.19,581.60,-0.18,-0.23,-0.96,-2.64,58.00,581.28,0.19,0.05,-0.98,3.34
41.24,-1.70,58.60,577.48,0.17,0.05,-0.98,-6.10,54.77,577.83,-0.15,-0.24,-0.96,-1.70,58.60,577.48,0.17,0.05,-0.98,3.31
41.44,-0.61,58.69,569.47,0.18,0.04,-0.98,-5.51,54.84,569.83,-0.17,-0.24,-0.96,-0.61,58.69,569.47,0.18,0.04,-0.98,3.33
41.64,0.74,58.88,563.57,0.18,0.04,-0.98,-4.19,55.06,563.94,-0.17,-0.23,-0.96,0.74,58.88,563.57,0.18,0.04,-0.98,3.32
41.84,2.08,58.99,557.65,0.18,0.03,-0.98,-3.06,55.39,558.01,-0.18,-0.23,-0.96,2.08,58.99,557.65,0.18,0.03,-0.98,3.33
42.04,3.70,59.13,551.18,0.20,0.02,-0.98,-2.03,55.62,551.55,-0.20,-0.22,-0.95,3.70,59.13,551.18,0.20,0.02,-0.98,3.34
42.24,4.84,59.62,545.69,0.19,0.03,-0.98,-0.59,55.77,546.11,-0.19,-0.24,-0.95,4.84,59.62,545.69,0.19,0.03,-0.98,3.33
42.44,6.09,59.65,539.29,0.19,0.02,-0.98,0.41,56.05,539.71,-0.20,-0.23,-0.95,6.09,59.65,539.29,0.19,0.02,-0.98,3.33
42.64,6.87,59.90,534.49,0.17,0.01,-0.98,1.51,56.41,534.91,-0.19,-0.22,-0.96,6.87,59.90,534.49,0.17,0.01,-0.98,3.32
42.84,8.00,60.04,528.45,0.18,0.01,-0.98,2.26,56.47,528.90,-0.20,-0.23,-0.95,8.00,60.04,528.45,0.18,0.01,-0.98,3.33
43.04,9.01,60.53,521.42,0.19,0.03,-0.98,2.90,56.33,521.96,-0.22,-0.25,-0.94,9.01,60.53,521.42,0.19,0.03,-0.98,3.34
43.24,9.19,60.61,517.11,0.17,0.03,-0.98,3.58,56.41,517.66,-0.20,-0.25,-0.95,9.19,60.61,517.11,0.17,0.03,-0.98,3.32
43.44,9.69,60.87,511.24,0.19,0.03,-0.98,3.55,56.63,511.81,-0.21,-0.25,-0.94,9.69,60.87,511.24,0.19,0.03,-0.98,3.33
43.64,9.55,60.93,505.52,0.19,0.03,-0.98,3.35,56.70,506.10,-0.21,-0.25,-0.94,9.55,60.93,505.52,0.19,0.03,-0.98,3.33
43.84,9.87,61.19,500.56,0.19,0.03,-0.98,3.47,56.87,501.15,-0.22,-0.25,-0.94,9.87,61.19,500.56,0.19,0.03,-0.98,3.34
44.04,9.23,61.27,496.29,0.18,0.02,-0.98,3.32,57.16,496.85,-0.20,-0.25,-0.95,9.23,61.27,496.29,0.18,0.02,-0.98,3.32
44.24,9.06,61.67,490.41,0.18,0.03,-0.98,2.92,57.10,491.04,-0.21,-0.26,-0.94,9.06,61.67,490.41,0.18,0.03,-0.98,3.32
44.44,8.94,61.83,485.58,0.19,0.03,-0.98,2.48,57.17,486.23,-0.21,-0.26,-0.94,8.94,61.83,485.58,0.19,0.03,-0.98,3.33
44.64,8.62,62.02,480.94,0.20,0.03,-0.98,1.82,57.17,481.61,-0.22,-0.27,-0.94,8.62,62.02,480.94,0.20,0.03,-0.98,3.34
44.84,7.93,62.21,477.18,0.20,0.02,-0.98,1.24,57.53,477.83,-0.21,-0.26,-0.94,7.93,62.21,477.18,0.20,0.02,-0.98,3.34
45.04,7.04,62.40,473.09,0.20,0.02,-0.98,0.19,57.67,473.74,-0.22,-0.27,-0.94,7.04,62.40,473.09,0.20,0.02,-0.98,3.34
45.24,6.21,62.53,468.32,0.21,0.03,-0.98,-0.79,57.56,469.00,-0.22,-0.27,-0.94,6.21,62.53,468.32,0.21,0.03,-0.98,3.35
45.44,5.31,62.72,463.86,0.21,0.03,-0.98,-1.82,57.50,464.56,-0.22,-0.28,-0.94,5.31,62.72,463.86,0.21,0.03,-0.98,3.35
45.64,4.21,62.92,460.41,0.21,0.03,-0.98,-2.87,57.82,461.09,-0.21,-0.28,-0.94,4.21,62.92,460.41,0.21,0.03,-0.98,3.35
45.84,2.92,63.09,456.49,0.21,0.02,-0.98,-4.01,58.04,457.15,-0.20,-0.28,-0.94,2.92,63.09,456.49,0.21,0.02,-0.98,3.35
46.04,1.86,63.28,452.05,0.21,0.02,-0.98,-5.27,58.12,452.72,-0.20,-0.28,-0.94,1.86,63.28,452.05,0.21,0.02,-0.98,3.35
46.24,0.78,63.52,448.34,0.22,0.02,-0.97,-6.75,58.33,449.00,-0.21,-0.28,-0.94,0.78,63.52,448.34,0.22,0.02,-0.97,3.37
46.44,-0.54,63.95,444.52,0.22,0.03,-0.98,-7.76,58.33,445.22,-0.20,-0.29,-0.94,-0.54,63.95,444.52,0.22,0.03,-0.98,3.36
46.64,-1.84,63.96,440.60,0.22,0.02,-0.98,-9.13,58.57,441.26,-0.20,-0.29,-0.94,-1.84,63.96,440.60,0.22,0.02,-0.98,3.36
46.84,-3.11,64.26,437.08,0.22,0.03,-0.98,-10.36,58.61,437.76,-0.19,-0.29,-0.94,-3.11,64.26,437.08,0.22,0.03,-0.98,3.36
47.04,-4.32,64.50,433.41,0.23,0.03,-0.97,-11.75,58.69,434.10,-0.19,-0.30,-0.94,-4.32,64.50,433.41,0.23,0.03,-0.97,3.37
47.24,-5.35,64.65,429.78,0.23,0.03,-0.97,-12.79,58.71,430.47,-0.19,-0.30,-0.93,-5.35,64.65,429.78,0.23,0.03,-0.97,3.37
47.44,-5.96,64.93,426.06,0.23,0.03,-0.97,-13.55,58.72,426.79,-0.19,-0.31,-0.93,-5.96,64.93,426.06,0.23,0.03,-0.97,3.38
47.64,-6.71,65.08,422.98,0.23,0.03,-0.97,-14.13,58.78,423.72,-0.18,-0.31,-0.93,-6.71,65.08,422.98,0.23,0.03,-0.97,3.37
47.84,-7.46,65.07,420.21,0.22,0.03,-0.97,-14.79,58.96,420.92,-0.17,-0.31,-0.94,-7.46,65.07,420.21,0.22,0.03,-0.97,3.37
48.04,-7.74,65.28,416.98,0.23,0.03,-0.97,-15.33,59.02,417.70,-0.18,-0.31,-0.93,-7.74,65.28,416.98,0.23,0.03,-0.97,3.38
48.24,-7.97,65.47,413.94,0.24,0.03,-0.97,-15.76,59.15,414.66,-0.18,-0.31,-0.93,-7.97,65.47,413.94,0.24,0.03,-0.97,3.38
48.44,-8.34,65.44,411.30,0.23,0.02,-0.97,-15.99,59.36,412.00,-0.18,-0.31,-0.94,-8.34,65.44,411.30,0.23,0.02,-0.97,3.38
48.64,-8.50,65.72,408.10,0.23,0.03,-0.97,-16.22,59.27,408.86,-0.18,-0.32,-0.93,-8.50,65.72,408.10,0.23,0.03,-0.97,3.38
48.84,-8.61,65.59,405.57,0.23,0.02,-0.97,-16.24,59.34,406.30,-0.17,-0.31,-0.93,-8.61,65.59,405.57,0.23,0.02,-0.97,3.37
49.04,-8.73,65.73,402.80,0.23,0.02,-0.97,-16.35,59.30,403.56,-0.17,-0.32,-0.93,-8.73,65.73,402.80,0.23,0.02,-0.97,3.37
49.24,-8.59,65.82,400.43,0.23,0.02,-0.97,-16.34,59.45,401.18,-0.17,-0.31,-0.93,-8.59,65.82,400.43,0.23,0.02,-0.97,3.37
49.44,-8.37,65.93,397.84,0.23,0.02,-0.97,-16.06,59.44,398.63,-0.17,-0.32,-0.93,-8.37,65.93,397.84,0.23,0.02,-0.97,3.37
49.65,-7.92,65.99,395.58,0.23,0.01,-0.97,-15.67,59.54,396.38,-0.17,-0.32,-0.93,-7.92,65.99,395.58,0.23,0.01,-0.97,3.37
49.85,-7.26,66.18,393.45,0.23,0.02,-0.97,-15.03,59.50,394.30,-0.17,-0.32,-0.93,-7.26,66.18,393.45,0.23,0.02,-0.97,3.37
50.05,-6.76,66.20,391.35,0.22,0.02,-0.97,-14.59,59.52,392.20,-0.17,-0.32,-0.93,-6.76,66.20,391.35,0.22,0.02,-0.97,3.37
50.25,-6.36,66.35,389.76,0.22,0.02,-0.98,-14.07,59.57,390.65,-0.17,-0.33,-0.93,-6.36,66.35,389.76,0.22,0.02,-0.98,3.36
50.45,-6.16,66.38,387.90,0.22,0.02,-0.98,-13.79,59.53,388.81,-0.17,-0.33,-0.93,-6.16,66.38,387.90,0.22,0.02,-0.98,3.36
50.65,-5.72,66.47,386.07,0.22,0.02,-0.98,-13.49,59.60,386.99,-0.17,-0.33,-0.93,-5.72,66.47,386.07,0.22,0.02,-0.98,3.36
50.85,-5.43,66.62,384.03,0.21,0.02,-0.98,-12.92,59.52,385.02,-0.16,-0.33,-0.93,-5.43,66.62,384.03,0.21,0.02,-0.98,3.35
51.05,-5.10,66.57,382.32,0.21,0.01,-0.98,-12.79,59.69,383.27,-0.17,-0.33,-0.93,-5.10,66.57,382.32,0.21,0.01,-0.98,3.36
51.25,-4.93,66.75,380.29,0.21,0.02,-0.98,-12.40,59.61,381.31,-0.16,-0.33,-0.93,-4.93,66.75,380.29,0.21,0.02,-0.98,3.35
51.45,-4.69,66.83,378.51,0.20,0.01,-0.98,-12.18,59.73,379.53,-0.16,-0.33,-0.93,-4.69,66.83,378.51,0.20,0.01,-0.98,3.35
51.65,-4.65,67.00,376.73,0.20,0.02,-0.98,-11.97,59.71,377.79,-0.16,-0.34,-0.93,-4.65,67.00,376.73,0.20,0.02,-0.98,3.34
51.85,-4.46,67.22,374.88,0.20,0.02,-0.98,-11.78,59.69,376.00,-0.16,-0.34,-0.93,-4.46,67.22,374.88,0.20,0.02,-0.98,3.34
52.05,-4.47,67.34,373.32,0.19,0.02,-0.98,-11.48,59.72,374.46,-0.15,-0.35,-0.93,-4.47,67.34,373.32,0.19,0.02,-0.98,3.33
52.25,-4.27,67.50,371.94,0.19,0.02,-0.98,-11.27,59.75,373.12,-0.15,-0.35,-0.92,-4.27,67.50,371.94,0.19,0.02,-0.98,3.33
52.45,-4.13,67.65,370.57,0.18,0.02,-0.98,-10.94,59.85,371.77,-0.14,-0.35,-0.93,-4.13,67.65,370.57,0.18,0.02,-0.98,3.33
52.65,-4.11,67.65,369.08,0.17,0.02,-0.98,-10.58,59.78,370.30,-0.14,-0.35,-0.93,-4.11,67.65,369.08,0.17,0.02,-0.98,3.32
52.85,-3.65,67.76,367.79,0.18,0.02,-0.98,-10.44,59.94,369.01,-0.14,-0.35,-0.93,-3.65,67.76,367.79,0.18,0.02,-0.98,3.32
53.05,-3.58,67.72,366.32,0.17,0.02,-0.99,-10.02,59.81,367.58,-0.13,-0.35,-0.93,-3.58,67.72,366.32,0.17,0.02,-0.99,3.31
53.25,-3.15,67.78,365.17,0.17,0.02,-0.99,-9.60,59.88,366.43,-0.14,-0.35,-0.93,-3.15,67.78,365.17,0.17,0.02,-0.99,3.31
53.45,-2.86,67.87,363.55,0.16,0.03,-0.99,-9.09,59.67,364.89,-0.13,-0.36,-0.92,-2.86,67.87,363.55,0.16,0.03,-0.99,3.30
53.65,-2.65,67.89,362.39,0.16,0.02,-0.99,-8.75,59.70,363.73,-0.13,-0.36,-0.92,-2.65,67.89,362.39,0.16,0.02,-0.99,3.30
53.85,-1.89,68.33,360.92,0.17,0.04,-0.98,-8.53,59.60,362.37,-0.14,-0.37,-0.92,-1.89,68.33,360.92,0.17,0.04,-0.98,3.31
54.05,-2.51,68.03,360.36,0.15,0.02,-0.99,-8.18,59.81,361.74,-0.12,-0.36,-0.93,-2.51,68.03,360.36,0.15,0.02,-0.99,3.29
54.25,-2.50,68.18,359.06,0.14,0.03,-0.99,-8.05,59.74,360.48,-0.11,-0.37,-0.92,-2.50,68.18,359.06,0.14,0.03,-0.99,3.29
54.45,-2.76,68.37,357.38,0.13,0.03,-0.99,-7.95,59.52,358.88,-0.11,-0.38,-0.92,-2.76,68.37,357.38,0.13,0.03,-0.99,3.28
54.65,-2.74,68.50,356.03,0.14,0.04,-0.99,-7.97,59.42,357.58,-0.11,-0.38,-0.92,-2.74,68.50,356.03,0.14,0.04,-0.99,3.28
54.85,-3.07,68.48,355.07,0.13,0.04,-0.99,-7.97,59.42,356.62,-0.10,-0.38,-0.92,-3.07,68.48,355.07,0.13,0.04,-0.99,3.27
55.05,-3.40,68.56,353.97,0.12,0.04,-0.99,-7.91,59.27,355.57,-0.09,-0.39,-0.92,-3.40,68.56,353.97,0.12,0.04,-0.99,3.26
55.25,-3.59,68.66,352.65,0.12,0.05,-0.99,-8.17,59.13,354.29,-0.09,-0.39,-0.92,-3.59,68.66,352.65,0.12,0.05,-0.99,3.26
55.45,-4.24,68.67,351.72,0.11,0.05,-0.99,-8.27,59.05,353.40,-0.08,-0.39,-0.92,-4.24,68.67,351.72,0.11,0.05,-0.99,3.25
55.65,-4.72,68.60,350.77,0.10,0.05,-0.99,-8.50,58.93,352.46,-0.07,-0.39,-0.92,-4.72,68.60,350.77,0.10,0.05,-0.99,3.25
55.85,-4.92,68.77,349.80,0.11,0.05,-0.99,-8.89,58.93,351.52,-0.07,-0.40,-0.92,-4.92,68.77,349.80,0.11,0.05,-0.99,3.25
56.05,-5.89,68.86,349.07,0.09,0.05,-0.99,-9.15,58.89,350.82,-0.05,-0.40,-0.92,-5.89,68.86,349.07,0.09,0.05,-0.99,3.24
56.25,-6.18,68.85,348.31,0.10,0.05,-0.99,-9.77,58.85,350.05,-0.06,-0.40,-0.91,-6.18,68.85,348.31,0.10,0.05,-0.99,3.24
56.45,-6.79,68.86,347.46,0.10,0.05,-0.99,-10.14,58.84,349.22,-0.05,-0.40,-0.91,-6.79,68.86,347.46,0.10,0.05,-0.99,3.24
56.65,-7.19,68.88,346.67,0.10,0.05,-0.99,-10.49,58.86,348.43,-0.05,-0.40,-0.91,-7.19,68.88,346.67,0.10,0.05,-0.99,3.24
56.85,-7.71,68.89,346.62,0.09,0.04,-1.00,-10.58,59.14,348.34,-0.04,-0.39,-0.92,-7.71,68.89,346.62,0.09,0.04,-1.00,3.23
57.05,-7.92,68.87,345.97,0.09,0.04,-1.00,-10.78,59.27,347.67,-0.04,-0.39,-0.92,-7.92,68.87,345.97,0.09,0.04,-1.00,3.23
57.25,-7.87,68.88,344.80,0.08,0.04,-1.00,-10.41,58.97,346.56,-0.03,-0.40,-0.92,-7.87,68.88,344.80,0.08,0.04,-1.00,3.22
57.45,-7.67,68.92,344.35,0.08,0.04,-1.00,-10.28,58.98,346.12,-0.03,-0.40,-0.92,-7.67,68.92,344.35,0.08,0.04,-1.00,3.22
57.65,-7.72,68.97,343.56,0.07,0.05,-1.00,-9.88,58.84,345.38,-0.02,-0.40,-0.92,-7.72,68.97,343.56,0.07,0.05,-1.00,3.21
57.85,-7.25,68.91,343.52,0.07,0.04,-1.00,-9.54,58.97,345.31,-0.03,-0.40,-0.92,-7.25,68.91,343.52,0.07,0.04,-1.00,3.22
58.05,-7.29,68.90,343.41,0.07,0.03,-1.00,-9.37,59.31,345.15,-0.02,-0.39,-0.92,-7.29,68.90,343.41,0.07,0.03,-1.00,3.21
58.25,-6.84,69.07,342.51,0.07,0.05,-1.00,-8.97,58.90,344.35,-0.03,-0.40,-0.91,-6.84,69.07,342.51,0.07,0.05,-1.00,3.21
58.45,-6.92,69.07,342.24,0.06,0.04,-1.00,-8.50,59.06,344.08,-0.01,-0.40,-0.92,-6.92,69.07,342.24,0.06,0.04,-1.00,3.20
58.65,-6.58,69.10,341.43,0.05,0.05,-1.00,-8.02,58.86,343.31,-0.01,-0.41,-0.91,-6.58,69.10,341.43,0.05,0.05,-1.00,3.19
58.85,-5.94,69.18,341.14,0.06,0.05,-1.00,-7.60,58.76,343.05,-0.02,-0.41,-0.91,-5.94,69.18,341.14,0.06,0.05,-1.00,3.20
59.05,-5.61,69.31,340.36,0.04,0.06,-1.00,-6.59,58.51,342.37,-0.00,-0.42,-0.91,-5.61,69.31,340.36,0.04,0.06,-1.00,3.18
59.25,-4.50,69.25,340.26,0.04,0.06,-1.00,-5.48,58.61,342.24,-0.01,-0.41,-0.91,-4.50,69.25,340.26,0.04,0.06,-1.00,3.18
59.45,-2.95,69.24,339.68,0.04,0.06,-1.00,-4.25,58.45,341.69,-0.02,-0.42,-0.91,-2.95,69.24,339.68,0.04,0.06,-1.00,3.18
59.65,-1.61,69.28,339.79,0.04,0.05,-1.00,-3.07,58.94,341.72,-0.03,-0.41,-0.91,-1.61,69.28,339.79,0.04,0.05,-1.00,3.18
59.85,-0.76,69.23,339.04,0.03,0.05,-1.00,-1.81,58.60,341.03,-0.02,-0.41,-0.91,-0.76,69.23,339.04,0.03,0.05,-1.00,3.17
60.05,0.22,69.41,338.36,0.02,0.06,-1.00,-0.87,58.43,340.43,-0.02,-0.42,-0.91,0.22,69.41,338.36,0.02,0.06,-1.00,3.17
60.25,1.15,69.26,339.19,0.02,0.04,-1.00,0.06,59.09,341.11,-0.03,-0.40,-0.91,1.15,69.26,339.19,0.02,0.04,-1.00,3.16
60.45,2.36,69.29,338.05,0.03,0.05,-1.00,0.75,58.70,340.05,-0.04,-0.41,-0.91,2.36,69.29,338.05,0.03,0.05,-1.00,3.17
60.65,2.86,69.41,337.35,0.02,0.06,-1.00,1.53,58.47,339.43,-0.04,-0.42,-0.91,2.86,69.41,337.35,0.02,0.06,-1.00,3.16
60.85,3.48,69.56,337.06,0.03,0.06,-1.00,1.97,58.45,339.17,-0.04,-0.42,-0.90,3.48,69.56,337.06,0.03,0.06,-1.00,3.17
61.05,3.65,69.47,336.67,0.02,0.06,-1.00,2.21,58.42,338.77,-0.04,-0.42,-0.91,3.65,69.47,336.67,0.02,0.06,-1.00,3.16
61.25,3.51,69.47,336.56,0.02,0.06,-1.00,2.32,58.44,338.66,-0.03,-0.42,-0.91,3.51,69.47,336.56,0.02,0.06,-1.00,3.16
61.45,3.37,69.51,336.51,0.02,0.06,-1.00,2.24,58.55,338.60,-0.03,-0.42,-0.91,3.37,69.51,336.51,0.02,0.06,-1.00,3.16
61.65,3.00,69.50,336.28,0.02,0.06,-1.00,1.94,58.62,338.36,-0.03,-0.42,-0.91,3.00,69.50,336.28,0.02,0.06,-1.00,3.16
61.85,2.70,69.44,336.16,0.02,0.06,-1.00,1.47,58.62,338.22,-0.03,-0.42,-0.91,2.70,69.44,336.16,0.02,0.06,-1.00,3.16
62.05,2.17,69.44,336.05,0.02,0.05,-1.00,1.04,58.69,338.09,-0.03,-0.42,-0.91,2.17,69.44,336.05,0.02,0.05,-1.00,3.16
62.25,2.21,69.55,335.66,0.03,0.06,-1.00,0.81,58.50,337.77,-0.03,-0.42,-0.91,2.21,69.55,335.66,0.03,0.06,-1.00,3.17
62.45,2.06,69.45,335.87,0.02,0.05,-1.00,1.02,58.68,337.92,-0.03,-0.42,-0.91,2.06,69.45,335.87,0.02,0.05,-1.00,3.16
62.65,2.20,69.38,336.75,0.00,0.05,-1.00,1.80,58.97,338.73,-0.01,-0.41,-0.91,2.20,69.38,336.75,0.00,0.05,-1.00,3.14
